criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,score,total time
entropy, 10, sqrt, 20, 20, 500, 0.493 , 1.6min
entropy, 10, sqrt, 50, 2, 200, 0.432 ,  34.1s
entropy, 10, sqrt, 50, 5, 200, 0.453 ,  40.3s
entropy, 10, sqrt, 50, 5, 200, 0.459 ,  36.7s
entropy, 10, sqrt, 50, 5, 1000, 0.455 , 2.9min
entropy, 10, sqrt, 50, 20, 500, 0.443 , 1.5min
entropy, 5, log2, 50, 5, 200, 0.241 ,  21.6s
entropy, 5, log2, 50, 10, 200, 0.236 ,  26.1s
entropy, 5, log2, 50, 10, 200, 0.234 ,  23.5s
entropy, 5, log2, 50, 10, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 2, 500, 0.234 ,  58.5s
entropy, 5, log2, 100, 5, 500, 0.234 ,  58.9s
entropy, 5, log2, 100, 10, 200, 0.234 ,  21.9s
entropy, 5, log2, 100, 20, 200, 0.234 ,  26.7s
entropy, 5, log2, 100, 20, 200, 0.234 ,  23.3s
entropy, 5, log2, 100, 20, 1000, 0.234 , 2.0min
entropy, 10, None, 1, 2, 1000, 0.681 , 7.6min
entropy, 10, None, 1, 20, 200, 0.664 , 1.7min
entropy, 10, None, 1, 20, 200, 0.604 , 1.5min
entropy, 10, None, 1, 20, 1000, 0.672 , 7.6min
entropy, 10, None, 5, 5, 500, 0.635 , 3.8min
entropy, 10, None, 5, 10, 200, 0.631 , 1.5min
entropy, 10, None, 5, 20, 200, 0.622 , 1.6min
entropy, 10, None, 5, 20, 200, 0.591 , 1.5min
entropy, 10, None, 5, 20, 1000, 0.624 , 7.5min
entropy, 10, None, 20, 5, 500, 0.588 , 3.7min
entropy, 10, None, 20, 10, 200, 0.554 , 1.4min
entropy, 10, None, 20, 20, 200, 0.580 , 1.6min
entropy, 10, None, 20, 20, 200, 0.588 , 1.5min
entropy, 10, None, 20, 20, 1000, 0.581 , 7.4min
entropy, 10, None, 50, 5, 500, 0.542 , 3.6min
entropy, 10, None, 50, 10, 200, 0.536 , 1.4min
entropy, 10, None, 50, 10, 1000, 0.535 , 7.1min
entropy, 10, None, 100, 2, 1000, 0.472 , 6.7min
entropy, 10, None, 100, 10, 500, 0.480 , 3.4min
entropy, 10, None, 100, 20, 500, 0.481 , 3.4min
entropy, 10, sqrt, 1, 2, 200, 0.614 ,  38.1s
entropy, 10, sqrt, 1, 2, 1000, 0.617 , 3.2min
entropy, 10, sqrt, 1, 10, 500, 0.614 , 1.6min
entropy, 10, sqrt, 1, 20, 200, 0.516 ,  40.0s
entropy, 10, sqrt, 1, 20, 500, 0.561 , 1.5min
entropy, 10, sqrt, 5, 2, 1000, 0.548 , 3.1min
entropy, 10, sqrt, 5, 10, 500, 0.548 , 1.6min
entropy, 10, sqrt, 5, 20, 200, 0.531 ,  36.7s
entropy, 10, sqrt, 5, 20, 1000, 0.546 , 3.1min
entropy, 10, sqrt, 20, 5, 1000, 0.496 , 3.0min
entropy, 10, sqrt, 20, 20, 500, 0.500 , 1.6min
entropy, 10, sqrt, 50, 2, 500, 0.459 , 1.5min
entropy, 10, sqrt, 50, 5, 200, 0.436 ,  35.2s
entropy, 10, sqrt, 50, 10, 200, 0.458 ,  41.2s
entropy, 10, sqrt, 50, 10, 200, 0.458 ,  36.1s
entropy, 10, sqrt, 50, 10, 1000, 0.438 , 2.9min
entropy, 10, sqrt, 100, 2, 500, 0.341 , 1.4min
entropy, 5, log2, 20, 5, 500, 0.240 ,  58.7s
entropy, 5, log2, 20, 10, 500, 0.238 ,  58.7s
entropy, 5, log2, 20, 20, 200, 0.236 ,  21.8s
entropy, 5, log2, 20, 20, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 5, 1000, 0.236 , 1.9min
entropy, 5, log2, 50, 20, 500, 0.234 ,  57.6s
entropy, 5, log2, 100, 2, 200, 0.234 ,  21.9s
entropy, 5, log2, 100, 5, 200, 0.234 ,  25.7s
entropy, 5, log2, 100, 5, 200, 0.234 ,  23.8s
entropy, 5, log2, 100, 5, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 20, 500, 0.234 ,  58.4s
entropy, 10, None, 1, 2, 500, 0.682 , 3.8min
entropy, 10, None, 1, 5, 1000, 0.692 , 7.7min
entropy, 10, None, 1, 20, 1000, 0.661 , 7.8min
entropy, 10, None, 5, 5, 200, 0.625 , 1.5min
entropy, 10, None, 5, 10, 200, 0.650 , 1.6min
entropy, 10, None, 5, 10, 200, 0.607 , 1.6min
entropy, 10, None, 5, 10, 1000, 0.636 , 7.6min
entropy, 10, None, 20, 2, 500, 0.553 , 3.8min
entropy, 10, None, 20, 5, 500, 0.571 , 3.8min
entropy, 10, None, 20, 10, 200, 0.559 , 1.5min
entropy, 10, None, 20, 10, 1000, 0.556 , 7.4min
entropy, 10, None, 50, 2, 1000, 0.531 , 7.1min
entropy, 10, None, 50, 10, 500, 0.537 , 3.6min
entropy, 10, None, 50, 20, 500, 0.538 , 3.6min
entropy, 10, None, 100, 2, 200, 0.475 , 1.3min
entropy, 10, None, 100, 2, 1000, 0.482 , 6.7min
entropy, 10, None, 100, 10, 1000, 0.483 , 6.7min
entropy, 10, sqrt, 1, 2, 500, 0.615 , 1.6min
entropy, 10, sqrt, 1, 5, 200, 0.578 ,  41.3s
entropy, 10, sqrt, 1, 5, 1000, 0.620 , 3.1min
entropy, 10, sqrt, 1, 20, 500, 0.584 , 1.6min
entropy, 10, sqrt, 5, 2, 200, 0.548 ,  37.4s
entropy, 10, sqrt, 5, 2, 1000, 0.520 , 3.1min
entropy, 10, sqrt, 5, 10, 500, 0.518 , 1.6min
entropy, 10, sqrt, 5, 20, 200, 0.561 ,  36.1s
entropy, 10, sqrt, 20, 2, 200, 0.518 ,  40.4s
entropy, 10, sqrt, 20, 2, 200, 0.510 ,  37.3s
entropy, 10, sqrt, 20, 2, 1000, 0.514 , 3.0min
entropy, 10, sqrt, 20, 10, 500, 0.507 , 1.6min
entropy, 10, sqrt, 20, 20, 500, 0.521 , 1.5min
entropy, 10, sqrt, 50, 2, 200, 0.444 ,  32.3s
entropy, 10, sqrt, 50, 2, 1000, 0.444 , 2.9min
entropy, 10, sqrt, 50, 10, 1000, 0.452 , 2.9min
entropy, 10, sqrt, 100, 2, 500, 0.361 , 1.4min
entropy, 10, sqrt, 100, 5, 200, 0.349 ,  32.2s
entropy, 10, sqrt, 100, 10, 200, 0.353 ,  36.4s
entropy, 5, log2, 20, 5, 1000, 0.234 , 1.9min
entropy, 5, log2, 20, 20, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 5, 500, 0.234 ,  57.8s
entropy, 5, log2, 50, 10, 500, 0.234 ,  57.1s
entropy, 5, log2, 50, 20, 200, 0.234 ,  22.0s
entropy, 5, log2, 50, 20, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 5, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 20, 500, 0.234 ,  57.8s
entropy, 10, None, 1, 2, 200, 0.616 , 1.5min
entropy, 10, None, 1, 5, 200, 0.683 , 1.6min
entropy, 10, None, 1, 5, 500, 0.693 , 3.9min
entropy, 10, None, 1, 10, 500, 0.684 , 3.8min
entropy, 10, None, 1, 20, 200, 0.670 , 1.5min
entropy, 10, None, 1, 20, 1000, 0.688 , 7.6min
entropy, 10, None, 5, 5, 500, 0.624 , 3.9min
entropy, 10, None, 5, 10, 500, 0.676 , 3.8min
entropy, 10, None, 5, 20, 200, 0.664 , 1.5min
entropy, 10, None, 5, 20, 1000, 0.610 , 7.5min
entropy, 10, None, 20, 5, 1000, 0.586 , 7.4min
entropy, 10, None, 20, 20, 500, 0.559 , 3.7min
entropy, 10, None, 50, 2, 500, 0.531 , 3.6min
entropy, 10, None, 50, 5, 200, 0.535 , 1.4min
entropy, 10, None, 50, 10, 200, 0.540 , 1.5min
entropy, 10, None, 50, 10, 200, 0.534 , 1.4min
entropy, 10, None, 50, 10, 1000, 0.537 , 7.1min
entropy, 10, None, 100, 2, 500, 0.489 , 3.4min
entropy, 10, None, 100, 5, 200, 0.473 , 1.3min
entropy, 10, None, 100, 5, 1000, 0.479 , 6.7min
entropy, 10, None, 100, 20, 1000, 0.486 , 6.6min
entropy, 10, sqrt, 1, 10, 200, 0.567 ,  38.6s
entropy, 10, sqrt, 1, 10, 1000, 0.565 , 3.1min
entropy, 10, sqrt, 5, 2, 500, 0.528 , 1.6min
entropy, 10, sqrt, 5, 5, 500, 0.567 , 1.6min
entropy, 10, sqrt, 5, 10, 200, 0.526 ,  36.5s
entropy, 10, sqrt, 5, 20, 200, 0.565 ,  41.7s
entropy, 10, sqrt, 5, 20, 200, 0.546 ,  40.2s
entropy, 10, sqrt, 5, 20, 1000, 0.567 , 3.1min
entropy, 10, sqrt, 20, 5, 500, 0.515 , 1.5min
entropy, 10, sqrt, 20, 10, 200, 0.506 ,  34.8s
entropy, 10, sqrt, 20, 10, 1000, 0.509 , 3.0min
entropy, 10, sqrt, 50, 2, 1000, 0.456 , 2.9min
entropy, 10, sqrt, 50, 10, 500, 0.440 , 1.5min
entropy, 10, sqrt, 50, 20, 200, 0.435 ,  33.8s
entropy, 10, sqrt, 100, 2, 200, 0.366 ,  37.1s
entropy, 10, sqrt, 100, 2, 200, 0.361 ,  34.2s
entropy, 10, sqrt, 100, 2, 1000, 0.359 , 2.8min
entropy, 10, sqrt, 100, 10, 200, 0.343 ,  31.8s
entropy, 5, log2, 20, 10, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 2, 1000, 0.236 , 1.9min
entropy, 5, log2, 50, 10, 200, 0.234 ,  22.7s
entropy, 5, log2, 50, 20, 200, 0.234 ,  26.5s
entropy, 5, log2, 50, 20, 200, 0.234 ,  23.7s
entropy, 5, log2, 50, 20, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 5, 500, 0.234 ,  58.2s
entropy, 5, log2, 100, 10, 500, 0.234 ,  58.0s
entropy, 5, log2, 100, 20, 200, 0.234 ,  21.1s
entropy, 5, log2, 100, 20, 1000, 0.234 , 2.0min
entropy, 10, None, 1, 5, 200, 0.618 , 1.6min
entropy, 10, None, 1, 5, 500, 0.672 , 3.9min
entropy, 10, None, 1, 10, 200, 0.672 , 1.6min
entropy, 10, None, 1, 10, 1000, 0.661 , 7.7min
entropy, 10, None, 5, 2, 500, 0.626 , 3.8min
entropy, 10, None, 5, 5, 1000, 0.653 , 7.7min
entropy, 10, None, 5, 20, 500, 0.637 , 3.9min
entropy, 10, None, 20, 2, 200, 0.555 , 1.5min
entropy, 10, None, 20, 5, 200, 0.563 , 1.6min
entropy, 10, None, 20, 5, 200, 0.591 , 1.6min
entropy, 10, None, 20, 5, 1000, 0.581 , 7.4min
entropy, 10, None, 20, 20, 200, 0.554 , 1.5min
entropy, 10, None, 50, 2, 200, 0.536 , 1.6min
entropy, 10, None, 50, 2, 200, 0.538 , 1.5min
entropy, 10, None, 50, 2, 1000, 0.539 , 7.1min
entropy, 10, None, 50, 10, 500, 0.532 , 3.6min
entropy, 10, None, 50, 20, 200, 0.539 , 1.4min
entropy, 10, None, 100, 2, 200, 0.490 , 1.4min
entropy, 10, None, 100, 2, 200, 0.486 , 1.4min
entropy, 10, None, 100, 2, 1000, 0.490 , 6.8min
entropy, 10, None, 100, 10, 200, 0.487 , 1.3min
entropy, 10, None, 100, 10, 1000, 0.484 , 6.6min
entropy, 10, sqrt, 1, 2, 1000, 0.604 , 3.2min
entropy, 10, sqrt, 1, 10, 500, 0.567 , 1.6min
entropy, 10, sqrt, 1, 20, 200, 0.534 ,  40.0s
entropy, 10, sqrt, 1, 20, 1000, 0.583 , 3.1min
entropy, 10, sqrt, 5, 5, 500, 0.519 , 1.6min
entropy, 10, sqrt, 5, 10, 500, 0.570 , 1.6min
entropy, 10, sqrt, 5, 20, 200, 0.515 ,  34.9s
entropy, 10, sqrt, 5, 20, 1000, 0.530 , 3.1min
entropy, 10, sqrt, 20, 5, 1000, 0.514 , 3.0min
entropy, 10, sqrt, 20, 20, 500, 0.509 , 1.6min
entropy, 10, sqrt, 50, 2, 500, 0.460 , 1.5min
entropy, 10, sqrt, 50, 5, 200, 0.430 ,  34.6s
entropy, 10, sqrt, 50, 5, 1000, 0.438 , 2.9min
entropy, 10, sqrt, 50, 20, 1000, 0.461 , 2.9min
entropy, 10, sqrt, 100, 5, 500, 0.354 , 1.4min
entropy, 5, log2, 20, 10, 200, 0.236 ,  26.6s
entropy, 5, log2, 20, 10, 200, 0.234 ,  24.1s
entropy, 5, log2, 20, 10, 1000, 0.238 , 1.9min
entropy, 5, log2, 50, 2, 500, 0.234 ,  57.7s
entropy, 5, log2, 50, 5, 200, 0.234 ,  22.0s
entropy, 5, log2, 50, 5, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 20, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 5, 500, 0.234 ,  57.9s
entropy, 5, log2, 100, 10, 500, 0.234 ,  58.4s
entropy, 5, log2, 100, 20, 200, 0.234 ,  21.2s
entropy, 5, log2, 100, 20, 1000, 0.234 , 2.0min
entropy, 10, None, 1, 5, 200, 0.675 , 1.6min
entropy, 10, None, 1, 5, 500, 0.618 , 3.9min
entropy, 10, None, 1, 10, 200, 0.680 , 1.6min
entropy, 10, None, 1, 10, 1000, 0.684 , 7.7min
entropy, 10, None, 5, 2, 1000, 0.606 , 7.6min
entropy, 10, None, 5, 10, 500, 0.636 , 3.8min
entropy, 10, None, 5, 20, 500, 0.591 , 3.9min
entropy, 10, None, 20, 2, 200, 0.557 , 1.5min
entropy, 10, None, 20, 2, 1000, 0.554 , 7.4min
entropy, 10, None, 20, 10, 1000, 0.586 , 7.3min
entropy, 10, None, 50, 2, 500, 0.533 , 3.6min
entropy, 10, None, 50, 5, 500, 0.531 , 3.6min
entropy, 10, None, 50, 10, 200, 0.536 , 1.5min
entropy, 10, None, 50, 20, 200, 0.537 , 1.6min
entropy, 10, None, 50, 20, 200, 0.534 , 1.5min
entropy, 10, None, 50, 20, 1000, 0.537 , 7.1min
entropy, 10, None, 100, 5, 500, 0.474 , 3.4min
entropy, 10, None, 100, 10, 500, 0.488 , 3.4min
entropy, 10, None, 100, 20, 200, 0.477 , 1.3min
entropy, 10, None, 100, 20, 1000, 0.480 , 6.5min
entropy, 10, sqrt, 1, 10, 500, 0.610 , 1.6min
entropy, 10, sqrt, 1, 20, 500, 0.585 , 1.6min
entropy, 10, sqrt, 5, 2, 500, 0.548 , 1.6min
entropy, 10, sqrt, 5, 5, 200, 0.547 ,  37.5s
entropy, 10, sqrt, 5, 5, 1000, 0.545 , 3.1min
entropy, 10, sqrt, 5, 20, 1000, 0.518 , 3.1min
entropy, 10, sqrt, 20, 5, 500, 0.507 , 1.6min
entropy, 10, sqrt, 20, 10, 500, 0.489 , 1.5min
entropy, 10, sqrt, 20, 20, 200, 0.508 ,  35.5s
entropy, 10, sqrt, 20, 20, 1000, 0.507 , 3.0min
entropy, 10, sqrt, 50, 5, 1000, 0.434 , 2.9min
entropy, 10, sqrt, 50, 20, 500, 0.434 , 1.5min
entropy, 10, sqrt, 100, 2, 500, 0.355 , 1.4min
entropy, 10, sqrt, 100, 5, 500, 0.366 , 1.4min
entropy, 10, sqrt, 100, 10, 200, 0.347 ,  31.8s
entropy, 10, sqrt, 100, 10, 1000, 0.356 , 2.8min
entropy, 5, log2, 20, 5, 500, 0.234 ,  58.6s
entropy, 5, log2, 20, 10, 500, 0.234 , 1.0min
entropy, 5, log2, 20, 20, 500, 0.234 , 1.0min
entropy, 5, log2, 50, 2, 200, 0.234 ,  22.8s
entropy, 5, log2, 50, 5, 200, 0.236 ,  26.4s
entropy, 5, log2, 50, 5, 200, 0.234 ,  24.0s
entropy, 5, log2, 50, 5, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 20, 500, 0.234 ,  58.2s
entropy, 5, log2, 100, 2, 500, 0.234 ,  57.0s
entropy, 5, log2, 100, 5, 200, 0.234 ,  21.6s
entropy, 5, log2, 100, 5, 1000, 0.234 , 1.8min
entropy, 5, log2, 100, 20, 1000, 0.234 , 1.9min
entropy, 10, None, 1, 2, 1000, 0.670 , 7.5min
entropy, 10, None, 1, 10, 1000, 0.681 , 7.6min
entropy, 10, None, 5, 2, 1000, 0.653 , 7.6min
entropy, 10, None, 5, 10, 500, 0.606 , 3.8min
entropy, 10, None, 5, 20, 500, 0.624 , 3.8min
entropy, 10, None, 20, 2, 200, 0.551 , 1.5min
entropy, 10, None, 20, 2, 1000, 0.558 , 7.4min
entropy, 10, None, 20, 10, 1000, 0.589 , 7.4min
entropy, 10, None, 50, 2, 500, 0.536 , 3.6min
entropy, 10, None, 50, 5, 500, 0.534 , 3.6min
entropy, 10, None, 50, 10, 200, 0.529 , 1.4min
entropy, 10, None, 50, 10, 1000, 0.536 , 7.1min
entropy, 10, None, 100, 2, 1000, 0.484 , 6.7min
entropy, 10, None, 100, 10, 500, 0.482 , 3.4min
entropy, 10, None, 100, 20, 500, 0.470 , 3.4min
entropy, 10, sqrt, 1, 2, 500, 0.615 , 1.6min
entropy, 10, sqrt, 1, 5, 200, 0.568 ,  40.7s
entropy, 10, sqrt, 1, 5, 500, 0.618 , 1.6min
entropy, 10, sqrt, 1, 10, 500, 0.542 , 1.6min
entropy, 10, sqrt, 1, 20, 200, 0.579 ,  40.7s
entropy, 10, sqrt, 1, 20, 1000, 0.551 , 3.1min
entropy, 10, sqrt, 5, 5, 500, 0.536 , 1.6min
entropy, 10, sqrt, 5, 10, 500, 0.532 , 1.6min
entropy, 10, sqrt, 5, 20, 500, 0.561 , 1.6min
entropy, 10, sqrt, 20, 2, 200, 0.493 ,  35.5s
entropy, 10, sqrt, 20, 2, 1000, 0.502 , 3.0min
entropy, 10, sqrt, 20, 10, 1000, 0.513 , 3.0min
entropy, 10, sqrt, 50, 2, 500, 0.434 , 1.5min
entropy, 10, sqrt, 50, 5, 500, 0.450 , 1.5min
entropy, 10, sqrt, 50, 10, 200, 0.432 ,  32.7s
entropy, 10, sqrt, 50, 10, 1000, 0.440 , 2.9min
entropy, 10, sqrt, 100, 2, 1000, 0.354 , 2.8min
entropy, 10, sqrt, 100, 10, 500, 0.357 , 1.4min
entropy, 10, sqrt, 100, 20, 200, 0.339 ,  31.9s
entropy, 10, sqrt, 100, 20, 1000, 0.351 , 2.8min
entropy, 5, log2, 50, 10, 500, 0.234 ,  58.8s
entropy, 5, log2, 50, 20, 500, 0.238 ,  58.5s
entropy, 5, log2, 100, 2, 200, 0.234 ,  22.3s
entropy, 5, log2, 100, 2, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 10, 1000, 0.234 , 1.9min
entropy, 10, None, 1, 2, 500, 0.618 , 3.8min
entropy, 10, None, 1, 5, 1000, 0.674 , 7.7min
entropy, 10, None, 1, 20, 500, 0.688 , 3.9min
entropy, 10, None, 5, 2, 500, 0.652 , 3.8min
entropy, 10, None, 5, 5, 200, 0.664 , 1.5min
entropy, 10, None, 5, 5, 1000, 0.636 , 7.6min
entropy, 10, None, 5, 20, 1000, 0.637 , 7.6min
entropy, 10, None, 20, 5, 500, 0.555 , 3.8min
entropy, 10, None, 20, 10, 500, 0.557 , 3.7min
entropy, 10, None, 20, 20, 500, 0.588 , 3.7min
entropy, 10, None, 50, 2, 200, 0.530 , 1.4min
entropy, 10, None, 50, 2, 1000, 0.530 , 7.1min
entropy, 10, None, 50, 10, 1000, 0.531 , 7.1min
entropy, 10, None, 100, 2, 500, 0.474 , 3.4min
entropy, 10, None, 100, 5, 500, 0.488 , 3.4min
entropy, 10, None, 100, 10, 200, 0.483 , 1.3min
entropy, 10, None, 100, 20, 200, 0.487 , 1.5min
entropy, 10, None, 100, 20, 200, 0.486 , 1.4min
entropy, 10, None, 100, 20, 1000, 0.489 , 6.7min
entropy, 10, sqrt, 1, 10, 200, 0.632 ,  39.0s
entropy, 10, sqrt, 1, 10, 1000, 0.617 , 3.1min
entropy, 10, sqrt, 5, 2, 200, 0.548 ,  36.9s
entropy, 10, sqrt, 5, 5, 200, 0.566 ,  43.2s
entropy, 10, sqrt, 5, 5, 200, 0.549 ,  39.3s
entropy, 10, sqrt, 5, 5, 500, 0.547 , 1.6min
entropy, 10, sqrt, 5, 10, 1000, 0.566 , 3.1min
entropy, 10, sqrt, 20, 2, 200, 0.506 ,  35.1s
entropy, 10, sqrt, 20, 2, 1000, 0.506 , 3.0min
entropy, 10, sqrt, 20, 10, 1000, 0.493 , 3.0min
entropy, 10, sqrt, 50, 2, 500, 0.443 , 1.5min
entropy, 10, sqrt, 50, 5, 500, 0.458 , 1.5min
entropy, 10, sqrt, 50, 10, 200, 0.446 ,  35.3s
entropy, 10, sqrt, 50, 20, 200, 0.457 ,  40.6s
entropy, 10, sqrt, 50, 20, 200, 0.457 ,  35.9s
entropy, 10, sqrt, 50, 20, 1000, 0.459 , 2.9min
entropy, 10, sqrt, 100, 5, 500, 0.361 , 1.4min
entropy, 10, sqrt, 100, 10, 500, 0.351 , 1.4min
entropy, 10, sqrt, 100, 20, 200, 0.340 ,  32.6s
entropy, 10, sqrt, 100, 20, 1000, 0.333 , 2.8min
entropy, 10, log2, 1, 5, 1000, 0.616 , 3.1min
entropy, 10, log2, 1, 20, 200, 0.560 ,  37.4s
entropy, 10, log2, 5, 2, 200, 0.564 ,  43.2s
entropy, 5, log2, 50, 5, 200, 0.234 ,  21.2s
entropy, 5, log2, 50, 5, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 20, 1000, 0.236 , 1.9min
entropy, 5, log2, 100, 5, 500, 0.234 ,  57.0s
entropy, 5, log2, 100, 10, 200, 0.234 ,  21.5s
entropy, 5, log2, 100, 10, 1000, 0.234 , 1.9min
entropy, 10, None, 1, 2, 1000, 0.675 , 7.6min
entropy, 10, None, 1, 10, 500, 0.673 , 3.9min
entropy, 10, None, 1, 20, 1000, 0.604 , 7.7min
entropy, 10, None, 5, 5, 200, 0.637 , 1.5min
entropy, 10, None, 5, 5, 1000, 0.665 , 7.6min
entropy, 10, None, 5, 20, 1000, 0.593 , 7.5min
entropy, 10, None, 20, 5, 500, 0.558 , 3.8min
entropy, 10, None, 20, 10, 500, 0.590 , 3.8min
entropy, 10, None, 20, 20, 200, 0.558 , 1.5min
entropy, 10, None, 20, 20, 1000, 0.555 , 7.4min
entropy, 10, None, 50, 5, 1000, 0.531 , 7.0min
entropy, 10, None, 50, 20, 500, 0.532 , 3.6min
entropy, 10, None, 100, 2, 500, 0.485 , 3.4min
entropy, 10, None, 100, 5, 500, 0.487 , 3.4min
entropy, 10, None, 100, 10, 200, 0.475 , 1.3min
entropy, 10, None, 100, 10, 1000, 0.482 , 6.7min
entropy, 10, sqrt, 1, 5, 200, 0.626 ,  43.4s
entropy, 10, sqrt, 1, 5, 200, 0.563 ,  40.9s
entropy, 10, sqrt, 1, 5, 500, 0.539 , 1.6min
entropy, 10, sqrt, 1, 10, 200, 0.599 ,  38.3s
entropy, 10, sqrt, 1, 20, 200, 0.585 ,  41.4s
entropy, 10, sqrt, 1, 20, 200, 0.549 ,  41.1s
entropy, 10, sqrt, 1, 20, 500, 0.520 , 1.6min
entropy, 10, sqrt, 5, 2, 500, 0.565 , 1.6min
entropy, 10, sqrt, 5, 5, 200, 0.519 ,  37.2s
entropy, 10, sqrt, 5, 5, 1000, 0.532 , 3.1min
entropy, 10, sqrt, 5, 20, 1000, 0.549 , 3.1min
entropy, 10, sqrt, 20, 5, 500, 0.501 , 1.6min
entropy, 10, sqrt, 20, 10, 500, 0.511 , 1.6min
entropy, 10, sqrt, 20, 20, 200, 0.504 ,  35.2s
entropy, 10, sqrt, 50, 2, 200, 0.459 ,  39.1s
entropy, 10, sqrt, 50, 2, 200, 0.463 ,  36.8s
entropy, 10, sqrt, 50, 2, 1000, 0.455 , 2.9min
entropy, 10, sqrt, 50, 10, 200, 0.430 ,  34.5s
entropy, 10, sqrt, 50, 10, 1000, 0.431 , 2.9min
entropy, 10, sqrt, 100, 2, 1000, 0.345 , 2.8min
entropy, 10, sqrt, 100, 10, 500, 0.358 , 1.4min
entropy, 10, sqrt, 100, 20, 500, 0.368 , 1.4min
entropy, 10, log2, 1, 2, 200, 0.546 ,  36.8s
entropy, 10, log2, 1, 2, 1000, 0.593 , 3.1min
entropy, 10, log2, 1, 10, 1000, 0.568 , 3.1min
entropy, 5, log2, 20, 20, 500, 0.238 ,  58.3s
entropy, 5, log2, 50, 2, 200, 0.234 ,  21.5s
entropy, 5, log2, 50, 2, 1000, 0.234 , 1.9min
entropy, 5, log2, 50, 10, 1000, 0.238 , 1.9min
entropy, 5, log2, 100, 2, 200, 0.234 ,  22.2s
entropy, 5, log2, 100, 2, 1000, 0.234 , 1.9min
entropy, 5, log2, 100, 10, 1000, 0.234 , 1.9min
entropy, 10, None, 1, 2, 500, 0.681 , 3.8min
entropy, 10, None, 1, 5, 1000, 0.661 , 7.6min
entropy, 10, None, 1, 20, 500, 0.672 , 3.8min
entropy, 10, None, 5, 2, 200, 0.636 , 1.5min
entropy, 10, None, 5, 5, 200, 0.655 , 1.7min
entropy, 10, None, 5, 5, 200, 0.606 , 1.6min
entropy, 10, None, 5, 5, 1000, 0.591 , 7.6min
entropy, 10, None, 5, 20, 200, 0.638 , 1.5min
entropy, 10, None, 5, 20, 1000, 0.668 , 7.5min
entropy, 10, None, 20, 5, 1000, 0.589 , 7.4min
entropy, 10, None, 20, 20, 500, 0.554 , 3.7min
entropy, 10, None, 50, 2, 500, 0.535 , 3.6min
entropy, 10, None, 50, 5, 200, 0.534 , 1.4min
entropy, 10, None, 50, 5, 1000, 0.537 , 7.1min
entropy, 10, None, 50, 20, 1000, 0.530 , 7.0min
entropy, 10, None, 100, 5, 1000, 0.492 , 6.8min
entropy, 10, None, 100, 20, 500, 0.490 , 3.4min
entropy, 10, sqrt, 1, 2, 200, 0.615 ,  38.1s
entropy, 10, sqrt, 1, 2, 1000, 0.544 , 3.2min
entropy, 10, sqrt, 1, 10, 200, 0.554 ,  38.7s
entropy, 10, sqrt, 1, 10, 1000, 0.540 , 3.1min
entropy, 10, sqrt, 5, 2, 500, 0.521 , 1.6min
entropy, 10, sqrt, 5, 5, 200, 0.548 ,  37.6s
entropy, 10, sqrt, 5, 10, 200, 0.569 ,  42.5s
entropy, 10, sqrt, 5, 10, 200, 0.548 ,  37.4s
entropy, 10, sqrt, 5, 10, 1000, 0.516 , 3.1min
entropy, 10, sqrt, 20, 2, 500, 0.515 , 1.6min
entropy, 10, sqrt, 20, 5, 200, 0.506 ,  34.9s
entropy, 10, sqrt, 20, 5, 1000, 0.510 , 3.0min
entropy, 10, sqrt, 20, 20, 1000, 0.493 , 3.0min
entropy, 10, sqrt, 50, 5, 500, 0.438 , 1.5min
entropy, 10, sqrt, 50, 10, 500, 0.438 , 1.5min
entropy, 10, sqrt, 50, 20, 200, 0.437 ,  34.6s
entropy, 10, sqrt, 50, 20, 1000, 0.443 , 2.9min
entropy, 10, sqrt, 100, 5, 1000, 0.342 , 2.8min
entropy, 10, sqrt, 100, 20, 500, 0.353 , 1.4min
entropy, 10, log2, 1, 2, 500, 0.604 , 1.6min
entropy, 10, log2, 1, 5, 500, 0.565 , 1.6min
entropy, 10, log2, 1, 10, 200, 0.563 ,  37.6s
entropy, 10, log2, 1, 10, 1000, 0.606 , 3.1min
entropy, 5, log2, 100, 10, 500, 0.234 ,  57.7s
entropy, 5, log2, 100, 20, 500, 0.234 ,  58.6s
entropy, 10, None, 1, 2, 200, 0.671 , 1.5min
entropy, 10, None, 1, 5, 200, 0.671 , 1.6min
entropy, 10, None, 1, 5, 500, 0.674 , 3.9min
entropy, 10, None, 1, 10, 500, 0.606 , 3.9min
entropy, 10, None, 1, 20, 200, 0.640 , 1.5min
